Hugo_Symbol,ensembl_gene_id,start_position,end_position,strand,transcript_count,percentage_gene_gc_content,gene_biotype
TXNDC16,ENSG00000087301,52430590,52552522,-1,4,36.83,protein_coding
TXNDC17,ENSG00000129235,6640758,6644541,1,10,42.73,protein_coding
TXNDC2,ENSG00000168454,9885726,9889275,1,6,47.13,protein_coding
TXNDC5,ENSG00000239264,7881517,7910814,-1,5,47.02,protein_coding
TXNDC8,ENSG00000204193,110303521,110337884,-1,4,39.93,protein_coding
TXNDC9,ENSG00000115514,99318982,99340702,-1,9,42.12,protein_coding
TXNIP,ENSG00000265972,145992435,145996600,-1,4,42.49,protein_coding
TXNL1,ENSG00000091164,56597208,56651600,-1,11,38.58,protein_coding
TXNL1P1,ENSG00000231879,86725500,86726053,1,1,33.75,processed_pseudogene
TXNL4A,ENSG00000141759,79970811,80033949,-1,12,45.6,protein_coding
TXNL4B,ENSG00000140830,72044289,72094431,-1,6,44.45,protein_coding
TXNP1,ENSG00000232823,119683127,119683823,-1,1,46.92,processed_pseudogene
TXNP2,ENSG00000225167,68514375,68514669,-1,1,36.95,processed_pseudogene
TXNP3,ENSG00000234388,112363281,112363581,1,1,42.19,processed_pseudogene
TXNP4,ENSG00000262519,4572206,4572515,1,1,45.16,processed_pseudogene
TXNP5,ENSG00000228236,149068596,149068910,-1,1,41.27,processed_pseudogene
TXNP6,ENSG00000234036,76958860,76959169,-1,1,41.29,processed_pseudogene
TXNP7,ENSG00000217268,74004520,74004812,-1,1,40.61,processed_pseudogene
TXNRD1,ENSG00000198431,104215779,104350305,1,24,42.37,protein_coding
TXNRD2,ENSG00000184470,19875517,19941992,-1,21,54.14,protein_coding
TXNRD3,ENSG00000197763,126571779,126655155,-1,7,40.5,protein_coding
TYK2,ENSG00000105397,10350529,10380676,-1,21,54.34,protein_coding
TYMP,ENSG00000025708,50525752,50530056,-1,8,64.53,protein_coding
TYMS,ENSG00000176890,657604,673578,1,6,45.77,protein_coding
TYMSOS,ENSG00000176912,641320,658340,-1,2,42.36,bidirectional_promoter_lncRNA
TYMSP1,ENSG00000219139,96653274,96654142,1,1,41.43,processed_pseudogene
TYMSP2,ENSG00000267190,35683778,35684201,-1,1,54.72,processed_pseudogene
TYR,ENSG00000077498,89177452,89295759,1,3,35.29,protein_coding
TYRL,ENSG00000123447,49405091,49415789,-1,1,34.83,unprocessed_pseudogene
TYRO3,ENSG00000092445,41557675,41583586,1,9,53.19,protein_coding
TYRO3P,ENSG00000259581,76258986,76261690,-1,1,57.26,processed_pseudogene
TYROBP,ENSG00000011600,35904401,35908295,-1,9,51.45,protein_coding
TYRP1,ENSG00000107165,12685439,12710290,1,7,34.54,protein_coding
TYSND1,ENSG00000156521,70137981,70146676,-1,4,53.24,protein_coding
TYW1,ENSG00000198874,66995173,67239519,1,7,41.67,protein_coding
TYW1B,ENSG00000277149,72558744,72828198,-1,3,41.66,protein_coding
TYW3,ENSG00000162623,74733152,74766678,1,8,40.26,protein_coding
TYW5,ENSG00000162971,199929975,199955736,-1,5,37.41,protein_coding
U2AF1,ENSG00000160201,43092956,43107587,-1,12,43.66,protein_coding
U2AF1L4,ENSG00000161265,35742464,35745445,-1,21,55.84,protein_coding
U2AF1L5,ENSG00000275895,6484623,6499261,-1,12,43.61,protein_coding
U2AF2,ENSG00000063244,55654146,55674715,1,8,56.03,protein_coding
U2SURP,ENSG00000163714,142964497,143060546,1,17,38.45,protein_coding
UACA,ENSG00000137831,70654554,70763593,-1,14,37.36,protein_coding
UAP1,ENSG00000117143,162561506,162599842,1,7,39.68,protein_coding
UAP1L1,ENSG00000197355,137077501,137084539,1,4,61.53,protein_coding
UBA1,ENSG00000130985,47190861,47215128,1,9,51.31,protein_coding
UBA2,ENSG00000126261,34428352,34471251,1,10,42.17,protein_coding
UBA3,ENSG00000144744,69054730,69080408,-1,13,37.06,protein_coding
UBA5,ENSG00000081307,132654446,132678097,1,14,36.76,protein_coding
UBA52,ENSG00000221983,18571730,18577550,1,14,53.24,protein_coding
UBA52P3,ENSG00000243023,58141279,58141660,1,1,53.93,processed_pseudogene
UBA52P5,ENSG00000243498,123236852,123237062,1,1,57.35,processed_pseudogene
UBA52P6,ENSG00000215221,22012155,22012536,1,1,52.62,processed_pseudogene
UBA52P7,ENSG00000241656,115592604,115592983,-1,1,51.32,processed_pseudogene
UBA52P8,ENSG00000240793,48334471,48334854,-1,1,52.6,processed_pseudogene
UBA52P9,ENSG00000244329,27355406,27355764,-1,1,49.03,processed_pseudogene
UBA6,ENSG00000033178,67612652,67701179,-1,6,35.52,protein_coding
UBA6-AS1,ENSG00000248049,67701280,68080952,1,7,37.13,antisense
UBA7,ENSG00000182179,49805207,49813946,-1,11,58.14,protein_coding
UBAC1,ENSG00000130560,135932969,135961380,-1,6,51.82,protein_coding
UBAC2,ENSG00000134882,99200774,99386434,1,11,41.75,protein_coding
UBAC2-AS1,ENSG00000228889,99196377,99200710,-1,2,44.85,lincRNA
UBALD1,ENSG00000153443,4608883,4615027,-1,9,64.7,protein_coding
UBALD2,ENSG00000185262,76265202,76271299,1,3,58.45,protein_coding
UBAP1,ENSG00000165006,34179005,34252523,1,5,42.8,protein_coding
UBAP1L,ENSG00000246922,65092770,65115197,-1,4,48.85,protein_coding
UBAP2,ENSG00000137073,33921693,34048949,-1,12,43.26,protein_coding
UBAP2L,ENSG00000143569,154220179,154271510,1,20,43.58,protein_coding
UBASH3A,ENSG00000160185,42403447,42447681,1,9,49.32,protein_coding
UBASH3B,ENSG00000154127,122655675,122814473,1,8,45.84,protein_coding
UBB,ENSG00000170315,16380798,16382745,1,9,51.44,protein_coding
UBBP1,ENSG00000230037,136329441,136329913,-1,1,53.7,processed_pseudogene
UBBP2,ENSG00000228247,217850403,217850633,-1,1,51.52,processed_pseudogene
UBBP3,ENSG00000223962,148863564,148863804,-1,1,49.38,processed_pseudogene
UBBP4,ENSG00000263563,22090743,22205154,1,3,34.46,transcribed_unprocessed_pseudogene
UBBP5,ENSG00000228074,87219004,87219269,1,1,50.75,processed_pseudogene
UBC,ENSG00000150991,124911604,124917368,-1,14,50.7,protein_coding
UBD,"ENSG00000226898, ENSG00000228913, ENSG00000231968, ENSG00000206513, ENSG00000206468, ENSG00000224654, ENSG00000213886","29555714, 29552212, 29555562, 29555518, 29555423, 29555178, 29555515","29560028, 29556525, 29559875, 29559832, 29559736, 29559492, 29559925",-1,1,"43.52, 43.46, 43.56, 43.5, 43.28",protein_coding
UBDP1,"ENSG00000237421, ENSG00000233989, ENSG00000227228, ENSG00000224044, ENSG00000237369, ENSG00000234856, ENSG00000226365, ENSG00000225797","29464664, 29464526, 29461167, 29464469, 29465074, 29464377, 29464128, 29464596","29469874, 29469736, 29466379, 29469679, 29470282, 29469587, 29469338, 29469806",-1,1,"41.01, 41.09, 41.05, 41.03, 41.08",unprocessed_pseudogene
UBE2A,ENSG00000077721,119574467,119591083,1,11,40.14,protein_coding
UBE2B,ENSG00000119048,134371179,134391992,1,8,41.55,protein_coding
UBE2C,ENSG00000175063,45812576,45816957,1,8,51.32,protein_coding
UBE2CP1,ENSG00000258648,30683045,30683598,-1,1,51.99,processed_pseudogene
UBE2CP2,ENSG00000265939,22900486,22900995,-1,1,50,processed_pseudogene
UBE2CP3,ENSG00000250384,57072683,57073132,1,1,53.11,processed_pseudogene
UBE2CP4,ENSG00000259179,31420128,31420662,1,1,50.28,processed_pseudogene
UBE2D1,ENSG00000072401,58334975,58370753,1,4,36.05,protein_coding
UBE2D2,ENSG00000131508,139526431,139628433,1,8,44.35,protein_coding
UBE2D3,ENSG00000109332,102794383,102868896,-1,33,38.48,protein_coding
UBE2D3P1,ENSG00000225022,5292388,5292831,-1,1,41.89,processed_pseudogene
UBE2D3P2,ENSG00000225558,37134658,37135102,1,1,41.12,processed_pseudogene
UBE2D3P3,ENSG00000224690,150800473,150801031,1,1,37.39,processed_pseudogene
UBE2D3P4,ENSG00000224188,84020327,84020762,1,1,34.4,processed_pseudogene
UBE2D4,ENSG00000078967,43926438,43956136,1,11,45.79,protein_coding
UBE2DNL,ENSG00000229547,84934151,84934890,1,4,59.46,transcribed_processed_pseudogene
UBE2E1,ENSG00000170142,23805903,23891316,1,11,41.45,protein_coding
UBE2E1-AS1,ENSG00000223791,23804024,23806905,-1,1,52.67,antisense
UBE2E2,ENSG00000182247,23203020,23591793,1,7,37.68,protein_coding
UBE2E2-AS1,ENSG00000233153,23195070,23202578,-1,3,41.12,antisense
UBE2E3,ENSG00000170035,180967248,181076585,1,14,35.61,protein_coding
UBE2F,ENSG00000184182,237966827,238042782,1,23,44.85,protein_coding
UBE2F-SCLY,ENSG00000258984,237967014,238099412,1,2,45.35,protein_coding
UBE2FP1,ENSG00000224080,37143512,37143958,-1,1,40.72,processed_pseudogene
UBE2FP2,ENSG00000261199,63180610,63181071,-1,1,43.94,processed_pseudogene
UBE2FP3,ENSG00000233337,111437514,111438037,1,1,37.79,processed_pseudogene
UBE2G1,ENSG00000132388,4269259,4366628,-1,6,41.77,protein_coding
UBE2G2,ENSG00000184787,44768580,44802019,-1,12,45,protein_coding
UBE2H,ENSG00000186591,129830732,129952949,-1,10,41.85,protein_coding
UBE2HP1,ENSG00000253677,81254870,81255229,1,1,46.11,processed_pseudogene
UBE2I,ENSG00000103275,1308880,1327018,1,19,59.46,protein_coding
UBE2J1,ENSG00000198833,89326625,89352848,-1,1,40.13,protein_coding
UBE2J2,ENSG00000160087,1253909,1273885,-1,20,56.33,protein_coding
UBE2K,ENSG00000078140,39698044,39782792,1,7,42.02,protein_coding
UBE2L2,ENSG00000131982,20449655,20450083,-1,1,44.29,processed_pseudogene
UBE2L3,ENSG00000185651,21549447,21624034,1,4,49.73,protein_coding
UBE2L4,ENSG00000267741,9774497,9774960,1,1,43.75,processed_pseudogene
UBE2L5,ENSG00000236444,30422488,30428616,1,3,43.3,protein_coding
UBE2L6,ENSG00000156587,57551656,57568284,-1,5,48.66,protein_coding
UBE2M,ENSG00000130725,58555712,58558960,-1,5,61.71,protein_coding
UBE2MP1,ENSG00000261461,35169692,35170241,-1,1,53.82,processed_pseudogene
UBE2N,ENSG00000177889,93405673,93442262,-1,6,40.11,protein_coding
UBE2NL,ENSG00000276380,143884071,143885255,1,1,40.59,polymorphic_pseudogene
UBE2NP1,ENSG00000256385,21611924,21612381,-1,1,45.2,processed_pseudogene
UBE2O,ENSG00000175931,76389451,76453206,-1,6,49.87,protein_coding
UBE2Q1,ENSG00000160714,154548577,154559028,-1,7,50.99,protein_coding
UBE2Q1-AS1,ENSG00000229780,154553609,154555017,1,1,44.07,antisense
UBE2Q2,ENSG00000140367,75843285,75901078,1,8,38.58,protein_coding
UBE2Q2L,ENSG00000259511,84172490,84182234,1,5,43.75,protein_coding
UBE2Q2P1,ENSG00000189136,84526781,84571216,-1,7,39.14,transcribed_unprocessed_pseudogene
UBE2Q2P10,ENSG00000233915,86660525,86661922,-1,1,38.7,processed_pseudogene
UBE2Q2P11,ENSG00000259538,84412773,84421837,-1,1,42.72,transcribed_unprocessed_pseudogene
UBE2Q2P12,ENSG00000197627,84491480,84500599,-1,1,42.64,unprocessed_pseudogene
UBE2Q2P2,"ENSG00000282084, ENSG00000259429","82434179, 82355142","82499143, 82420075",1,4,39.44,transcribed_unprocessed_pseudogene
UBE2Q2P4Y,ENSG00000225491,24232826,24238984,-1,1,36.92,unprocessed_pseudogene
UBE2Q2P5Y,ENSG00000223636,25431156,25437315,1,1,36.92,unprocessed_pseudogene
UBE2Q2P6,"ENSG00000276228, ENSG00000275695","82524734, 82445719","82533748, 82454837",1,"1, 2","42.62, 42.3","unprocessed_pseudogene, transcribed_unprocessed_pseudogene"
UBE2Q2P8,ENSG00000259633,84255913,84256014,1,1,39.22,unprocessed_pseudogene
UBE2Q2P9,ENSG00000244130,72006774,72006975,1,1,51.49,processed_pseudogene
UBE2QL1,ENSG00000215218,6448623,6494909,1,1,47.32,protein_coding
UBE2R2,ENSG00000107341,33817567,33920404,1,1,42.11,protein_coding
UBE2R2-AS1,ENSG00000235481,33785950,33818795,-1,1,45.54,antisense
UBE2S,ENSG00000108106,55399745,55407777,-1,4,54.62,protein_coding
UBE2SP1,ENSG00000233966,15704232,15704900,-1,1,64.57,processed_pseudogene
UBE2SP2,ENSG00000224126,18677261,18677757,1,1,64.79,processed_pseudogene
UBE2T,ENSG00000077152,202331657,202341980,-1,6,40.71,protein_coding
UBE2U,ENSG00000177414,64203627,64267368,1,6,37.76,protein_coding
UBE2V1,ENSG00000244687,50081124,50115959,-1,24,44.49,protein_coding
UBE2V1P1,ENSG00000226632,3361880,3362324,-1,1,40.9,processed_pseudogene
UBE2V1P10,ENSG00000226590,85159682,85159950,1,1,37.55,processed_pseudogene
UBE2V1P11,ENSG00000231124,201824548,201824832,1,1,38.25,processed_pseudogene
UBE2V1P12,ENSG00000249191,18886622,18887095,-1,1,32.91,processed_pseudogene
UBE2V1P13,ENSG00000224584,214612960,214613398,-1,1,41.23,processed_pseudogene
UBE2V1P14,ENSG00000228134,142543418,142543975,1,1,37.1,processed_pseudogene
UBE2V1P15,ENSG00000217680,75465123,75465570,1,1,40.62,processed_pseudogene
UBE2V1P2,ENSG00000214192,175718231,175718670,-1,1,43.41,processed_pseudogene
UBE2V1P3,ENSG00000229518,3866306,3866722,-1,1,41.49,processed_pseudogene
UBE2V1P4,ENSG00000233909,129791196,129791837,1,1,46.57,processed_pseudogene
UBE2V1P5,ENSG00000226582,114117147,114117551,1,1,43.21,processed_pseudogene
UBE2V1P6,ENSG00000235995,169115195,169115680,1,1,39.51,processed_pseudogene
UBE2V1P7,ENSG00000235061,78554412,78554751,-1,1,32.94,processed_pseudogene
UBE2V1P8,ENSG00000233118,40942251,40942515,-1,1,38.11,processed_pseudogene
UBE2V1P9,ENSG00000229667,90289536,90289903,-1,1,40.76,processed_pseudogene
UBE2V2,ENSG00000169139,48008400,48064708,1,8,42.29,protein_coding
UBE2V2P1,ENSG00000226255,19051455,19052170,1,1,45.25,processed_pseudogene
UBE2V2P2,ENSG00000267463,78066258,78066761,-1,1,34.72,processed_pseudogene
UBE2V2P3,ENSG00000238199,11278616,11279351,-1,1,43.75,processed_pseudogene
UBE2V2P4,ENSG00000231849,36241898,36242156,-1,1,35.52,processed_pseudogene
UBE2W,ENSG00000104343,73780097,73878910,-1,7,39.29,protein_coding
UBE2WP1,ENSG00000234422,96418594,96418933,1,1,38.82,processed_pseudogene
UBE2Z,ENSG00000159202,48908369,48929056,1,8,47.44,protein_coding
UBE3A,ENSG00000114062,25333728,25439056,-1,31,36.21,protein_coding
UBE3AP2,ENSG00000228941,31060600,31063168,-1,1,40.33,processed_pseudogene
UBE3B,ENSG00000151148,109477402,109536705,1,13,46.32,protein_coding
UBE3C,ENSG00000009335,157138913,157269372,1,9,42.12,protein_coding
UBE3D,ENSG00000118420,82892398,83065841,-1,8,38.49,protein_coding
UBE4A,ENSG00000110344,118359585,118399211,1,3,40.54,protein_coding
UBE4B,ENSG00000130939,10032832,10181239,1,10,44.12,protein_coding
UBFD1,ENSG00000103353,23557362,23574389,1,10,47.48,protein_coding
UBFD1P1,ENSG00000244653,98434034,98434847,1,1,46.07,processed_pseudogene
UBIAD1,ENSG00000120942,11273206,11296049,1,4,48.21,protein_coding
UBL3,ENSG00000122042,29764371,29850684,-1,1,36.43,protein_coding
UBL4A,ENSG00000102178,154483717,154486670,-1,7,61.17,protein_coding
UBL4B,ENSG00000186150,110112468,110113945,1,1,57.31,protein_coding
UBL5,ENSG00000198258,9827892,9830115,1,8,52.38,protein_coding
UBL5P1,ENSG00000248418,29600676,29600868,1,1,47.15,processed_pseudogene
UBL5P2,ENSG00000266282,32227890,32228108,-1,1,45.66,processed_pseudogene
UBL5P3,ENSG00000240359,63203218,63203448,-1,1,44.16,processed_pseudogene
UBL5P4,ENSG00000260224,11968508,11968743,-1,1,42.37,processed_pseudogene
UBL7,ENSG00000138629,74445977,74461182,-1,9,47.95,protein_coding
UBL7-AS1,ENSG00000247240,74461265,74481302,1,5,43.8,antisense
UBLCP1,ENSG00000164332,159263081,159286040,1,3,36.18,protein_coding
UBN1,ENSG00000118900,4846665,4882360,1,9,47.93,protein_coding
UBN2,ENSG00000157741,139230356,139308236,1,4,39.02,protein_coding
UBOX5,ENSG00000185019,3107573,3160196,-1,3,47.04,protein_coding
UBOX5-AS1,ENSG00000235958,3106913,3150867,1,2,47.65,antisense
UBP1,ENSG00000153560,33388336,33441371,-1,13,40.23,protein_coding
UBQLN1,ENSG00000135018,83659963,83708203,-1,6,38.75,protein_coding
UBQLN1P1,"ENSG00000232095, ENSG00000236405, ENSG00000223560, ENSG00000236122, ENSG00000232473, ENSG00000231659, ENSG00000230441","30352921, 30363112, 30427014, 30352597, 30353364, 30407752, 30353022","30354089, 30364280, 30428182, 30353765, 30354532, 30408920, 30354190",-1,1,"41.75, 41.83",processed_pseudogene
UBQLN2,ENSG00000188021,56563639,56567868,1,1,44.3,protein_coding
UBQLN3,ENSG00000175520,5507300,5509985,-1,2,53.35,protein_coding
UBQLN4,ENSG00000160803,156035301,156053794,-1,3,50.71,protein_coding
UBQLN4P1,ENSG00000241627,148985868,148987668,-1,1,60.08,processed_pseudogene
UBQLN4P2,ENSG00000226213,152876820,152877767,1,1,52,processed_pseudogene
UBQLNL,ENSG00000175518,5514393,5516705,-1,1,50.76,protein_coding
UBR1,ENSG00000159459,42942897,43106113,-1,12,39.81,protein_coding
UBR2,ENSG00000024048,42564062,42693504,1,3,39.1,protein_coding
UBR3,ENSG00000144357,169827458,170084131,1,11,36.88,protein_coding
UBR4,ENSG00000127481,19074506,19210276,-1,17,43.74,protein_coding
UBR5,ENSG00000104517,102253012,102412841,-1,13,38.38,protein_coding
UBR5-AS1,ENSG00000246263,102239394,102253333,1,2,40.11,antisense
UBR7,"ENSG00000278787, ENSG00000012963",93207056,93229215,1,7,43.29,protein_coding
UBTD1,ENSG00000165886,97498868,97571209,1,1,49.52,protein_coding
UBTD2,ENSG00000168246,172209640,172284071,-1,1,41.41,protein_coding
UBTF,ENSG00000108312,44205033,44221626,-1,14,59.52,protein_coding
UBTFL1,ENSG00000255009,90085950,90087131,1,1,44.33,protein_coding
UBTFL10,ENSG00000255385,89700764,89701325,1,1,42.17,processed_pseudogene
UBTFL11,ENSG00000233007,38531923,38534174,-1,1,47.29,processed_pseudogene
UBTFL2,ENSG00000234376,89752785,89753975,-1,1,43.83,processed_pseudogene
UBTFL3,ENSG00000204699,95625213,95626236,1,1,43.85,unprocessed_pseudogene
UBTFL5,ENSG00000204705,95450310,95451500,-1,1,45.34,unprocessed_pseudogene
UBTFL6,ENSG00000228970,97636780,97637803,-1,1,44.14,unprocessed_pseudogene
UBTFL7,ENSG00000229361,49081907,49083097,1,1,44.33,processed_pseudogene
UBTFL8,ENSG00000224082,5080212,5084429,-1,1,49.91,unprocessed_pseudogene
UBTFL9,ENSG00000254567,49133653,49134800,-1,1,39.63,processed_pseudogene
UBXN1,ENSG00000162191,62676498,62679117,-1,18,52.86,protein_coding
UBXN10,ENSG00000162543,20186085,20196048,1,1,47.24,protein_coding
UBXN10-AS1,ENSG00000225986,20184242,20186486,-1,1,56.61,antisense
UBXN11,ENSG00000158062,26281328,26318363,-1,16,53.25,protein_coding
UBXN2A,ENSG00000173960,23927285,24004909,1,4,42.94,protein_coding
UBXN2B,ENSG00000215114,58411264,58451501,1,6,38.03,protein_coding
UBXN4,ENSG00000144224,135741619,135785055,1,8,39.83,protein_coding
UBXN6,ENSG00000167671,4444999,4457822,-1,10,59.86,protein_coding
UBXN7,ENSG00000163960,196347662,196432474,-1,6,42.28,protein_coding
UBXN7-AS1,ENSG00000225822,196431385,196432530,1,1,64.83,antisense
UBXN8,ENSG00000104691,30732247,30767006,1,10,44.01,protein_coding
UCA1,ENSG00000214049,15828206,15836326,1,36,48.15,lincRNA
UCHL1,ENSG00000154277,41256413,41268455,1,12,44.57,protein_coding
UCHL1-AS1,ENSG00000251173,41220074,41256727,-1,2,40.39,antisense
UCHL3,ENSG00000118939,75549480,75606020,1,6,35.78,protein_coding
UCHL5,ENSG00000116750,193012250,193060080,-1,13,35,protein_coding
UCK1,ENSG00000130717,131523801,131531268,-1,9,57.27,protein_coding
UCK2,ENSG00000143179,165827531,165911618,1,9,44.22,protein_coding
UCKL1,ENSG00000198276,63939829,63956415,-1,7,62.54,protein_coding
UCKL1-AS1,ENSG00000280213,63953384,63956985,1,1,61.88,antisense
UCMA,ENSG00000165623,13221767,13234334,-1,2,48.98,protein_coding
UCN,ENSG00000163794,27307400,27308445,-1,1,68.64,protein_coding
UCN2,ENSG00000145040,48561727,48563773,-1,1,58.04,protein_coding
UCN3,ENSG00000178473,5365009,5374692,1,1,47.16,protein_coding
UCP1,ENSG00000109424,140559434,140568805,-1,1,39.65,protein_coding
UCP2,ENSG00000175567,73974667,73983307,-1,10,53.18,protein_coding
UCP3,ENSG00000175564,74000281,74009435,-1,4,52.34,protein_coding
UEVLD,ENSG00000151116,18529609,18588747,-1,13,40.83,protein_coding
UFC1,ENSG00000143222,161152776,161158856,1,6,46.11,protein_coding
UFD1,ENSG00000070010,19449910,19479215,-1,10,46.94,protein_coding
UFL1,ENSG00000014123,96521595,96555276,1,2,33.38,protein_coding
UFL1-AS1,ENSG00000233797,96358374,96521669,-1,1,37.42,antisense
UFM1,ENSG00000120686,38349849,38363619,1,5,33.9,protein_coding
UFSP1,ENSG00000176125,100888723,100889718,-1,1,66.77,protein_coding
UFSP2,ENSG00000109775,185399540,185425985,-1,9,38.42,protein_coding
UGCG,ENSG00000148154,111896766,111935369,1,5,40.22,protein_coding
UGDH,ENSG00000109814,39498755,39528311,-1,12,41.86,protein_coding
UGDH-AS1,ENSG00000249348,39528019,39594707,1,1,42.24,antisense
UGGT1,ENSG00000136731,128091200,128195677,1,7,40.84,protein_coding
UGGT2,ENSG00000102595,95801580,96053482,-1,13,37.01,protein_coding
UGP2,ENSG00000169764,63840940,63891562,1,32,38.65,protein_coding
UGT1A1,ENSG00000241635,233760248,233773299,1,2,42.47,protein_coding
UGT1A10,ENSG00000242515,233636454,233773305,1,2,41.6,protein_coding
UGT1A11P,ENSG00000227846,233603553,233604401,1,1,46.05,unprocessed_pseudogene
UGT1A12P,ENSG00000228949,233585439,233586291,1,1,44.31,unprocessed_pseudogene
UGT1A13P,ENSG00000234143,233647926,233649026,1,1,45.41,unprocessed_pseudogene
UGT1A2P,ENSG00000228445,233747214,233748079,1,1,50,unprocessed_pseudogene
UGT1A3,ENSG00000243135,233729108,233773299,1,1,43.21,protein_coding
UGT1A4,ENSG00000244474,233718778,233773299,1,2,43.82,protein_coding
UGT1A5,ENSG00000240224,233712992,233773299,1,1,43.88,protein_coding
UGT1A6,ENSG00000167165,233691607,233773300,1,8,42.92,protein_coding
UGT1A7,ENSG00000244122,233681938,233773299,1,2,42.62,protein_coding
UGT1A8,ENSG00000242366,233617645,233773310,1,1,41.09,protein_coding
UGT1A9,ENSG00000241119,233671853,233773300,1,1,42.19,protein_coding
UGT2A1,ENSG00000173610,69588417,69653249,-1,7,34.09,protein_coding
UGT2A2,ENSG00000271271,69589309,69639642,-1,2,34.37,protein_coding
UGT2A3,"ENSG00000278216, ENSG00000135220","68810840, 68928463","68834168, 68951791",-1,2,34.06,protein_coding
UGT2A3P7,ENSG00000248886,69517667,69518400,-1,1,41.83,unprocessed_pseudogene
UGT2B10,"ENSG00000275190, ENSG00000109181","68698370, 68815993","68713573, 68831196",1,2,"33.01, 33",protein_coding
UGT2B11,ENSG00000213759,69199951,69214731,-1,2,32.22,protein_coding
UGT2B15,"ENSG00000277132, ENSG00000196620","68529322, 68646630","68553341, 68670628",-1,1,"34.92, 34.93",protein_coding
